ENSG00000228572.7,ENST00000431238.7
ENSG00000198157.11,ENST00000430960.5
ENSG00000198157.11,ENST00000491275.1
ENSG00000198157.11,ENST00000436386.5
ENSG00000198157.11,ENST00000451455.1
ENSG00000131171.13,ENST00000373212.6
ENSG00000131171.13,ENST00000481106.5
ENSG00000131171.13,ENST00000463546.5
ENSG00000131171.13,ENST00000474113.1
ENSG00000231875.1,ENST00000415786.1
ENSG00000224523.1,ENST00000412589.1
ENSG00000288059.1,ENST00000668576.1
ENSG00000233446.2,ENST00000440833.2
ENSG00000206826.1,ENST00000384099.1
ENSG00000228041.2,ENST00000448435.2
ENSG00000213653.4,ENST00000395439.3
ENSG00000202183.1,ENST00000365313.1
ENSG00000236365.1,ENST00000415528.1
ENSG00000232735.2,ENST00000416893.2
ENSG00000279437.1,ENST00000625081.1
ENSG00000196767.9,ENST00000644024.2
ENSG00000236870.2,ENST00000422893.2
ENSG00000215102.2,ENST00000399580.2
ENSG00000183035.13,ENST00000621735.4
ENSG00000183035.13,ENST00000329312.5
ENSG00000072133.11,ENST00000620340.4
ENSG00000072133.11,ENST00000262752.5
ENSG00000072133.11,ENST00000495332.1
ENSG00000072133.11,ENST00000460730.1
ENSG00000221494.1,ENST00000408567.1
ENSG00000165259.14,ENST00000297977.9
ENSG00000165259.14,ENST00000506585.6
ENSG00000165259.14,ENST00000373177.3
ENSG00000165259.14,ENST00000472135.2
ENSG00000165259.14,ENST00000449553.2
ENSG00000165259.14,ENST00000465509.3
ENSG00000233484.2,ENST00000447509.2
ENSG00000237211.2,ENST00000455717.2
ENSG00000229547.5,ENST00000688824.1
ENSG00000229547.5,ENST00000687905.1
ENSG00000229547.5,ENST00000602536.1
ENSG00000229547.5,ENST00000684781.1
ENSG00000229547.5,ENST00000690738.1
ENSG00000229547.5,ENST00000442533.1
ENSG00000229547.5,ENST00000451386.1
ENSG00000229547.5,ENST00000474922.2
ENSG00000230781.1,ENST00000456978.1
ENSG00000155008.16,ENST00000373173.7
ENSG00000184788.14,ENST00000644105.2
ENSG00000184788.14,ENST00000395409.7
ENSG00000184788.14,ENST00000509231.1
ENSG00000184788.14,ENST00000646235.1
ENSG00000184788.14,ENST00000646118.1
ENSG00000184788.14,ENST00000647304.1
ENSG00000283446.1,ENST00000636677.1
ENSG00000276391.1,ENST00000616294.1
ENSG00000235461.2,ENST00000665337.1
ENSG00000235461.2,ENST00000666023.1
ENSG00000235461.2,ENST00000443247.2
ENSG00000235461.2,ENST00000669792.1
ENSG00000147180.17,ENST00000674551.1
ENSG00000147180.17,ENST00000373165.7
ENSG00000147180.17,ENST00000276123.7
ENSG00000147180.17,ENST00000360700.4
ENSG00000124429.18,ENST00000262753.9
ENSG00000124429.18,ENST00000373145.3
ENSG00000283435.1,ENST00000637766.1
ENSG00000223707.2,ENST00000421841.2
ENSG00000276892.1,ENST00000619498.1
ENSG00000188419.14,ENST00000357749.7
ENSG00000188419.14,ENST00000467744.2
ENSG00000188419.14,ENST00000615443.1
ENSG00000188419.14,ENST00000487515.1
ENSG00000188419.14,ENST00000483950.1
ENSG00000199051.3,ENST00000362181.3
ENSG00000199567.1,ENST00000362697.1
ENSG00000234039.2,ENST00000452914.2
ENSG00000225536.2,ENST00000394563.4
ENSG00000223574.1,ENST00000450749.1
ENSG00000126733.22,ENST00000373125.9
ENSG00000126733.22,ENST00000373131.5
ENSG00000126733.22,ENST00000461604.6
ENSG00000126733.22,ENST00000506327.6
ENSG00000126733.22,ENST00000508860.5
ENSG00000126733.22,ENST00000510272.5
ENSG00000126733.22,ENST00000484479.1
ENSG00000215093.3,ENST00000416082.1
ENSG00000223772.1,ENST00000445417.1
ENSG00000277717.1,ENST00000619194.1
ENSG00000231478.1,ENST00000412546.1
ENSG00000271290.1,ENST00000603834.1
ENSG00000236190.1,ENST00000440037.1
ENSG00000271457.1,ENST00000603497.1
ENSG00000200422.1,ENST00000363552.1
ENSG00000230478.1,ENST00000445880.1
ENSG00000102271.14,ENST00000652270.1
ENSG00000102271.14,ENST00000373119.9
ENSG00000102271.14,ENST00000373114.4
ENSG00000237506.3,ENST00000448168.1
ENSG00000282914.1,ENST00000635331.1
ENSG00000271205.1,ENST00000603584.1
ENSG00000289575.1,ENST00000691872.1
ENSG00000270446.1,ENST00000605349.1
ENSG00000271056.1,ENST00000604173.1
ENSG00000230706.2,ENST00000433554.2
ENSG00000230956.2,ENST00000449217.2
ENSG00000252016.1,ENST00000516207.1
ENSG00000271693.1,ENST00000603096.1
ENSG00000147183.10,ENST00000276127.9
ENSG00000147183.10,ENST00000373111.5
ENSG00000147183.10,ENST00000614120.1
ENSG00000271157.1,ENST00000604698.1
ENSG00000232576.2,ENST00000440519.2
ENSG00000270745.1,ENST00000603124.1
ENSG00000224065.2,ENST00000428470.2
ENSG00000225012.5,ENST00000420327.5
ENSG00000225012.5,ENST00000435867.1
ENSG00000153779.11,ENST00000283891.6
ENSG00000153779.11,ENST00000561129.2
ENSG00000227581.2,ENST00000453704.2
ENSG00000226081.2,ENST00000432383.2
ENSG00000274022.1,ENST00000616013.1
ENSG00000227434.2,ENST00000426224.2
ENSG00000229667.2,ENST00000414760.2
ENSG00000207515.1,ENST00000384784.1
ENSG00000206062.4,ENST00000418369.1
ENSG00000234161.1,ENST00000456187.1
ENSG00000236413.2,ENST00000426065.2
ENSG00000174740.8,ENST00000373105.1
ENSG00000174740.8,ENST00000312600.4
ENSG00000230275.2,ENST00000446711.2
ENSG00000102290.23,ENST00000298274.12
ENSG00000102290.23,ENST00000682573.1
ENSG00000102290.23,ENST00000361724.3
ENSG00000102290.23,ENST00000373097.5
ENSG00000102290.23,ENST00000373094.5
ENSG00000102290.23,ENST00000373088.5
ENSG00000102290.23,ENST00000504220.6
ENSG00000102290.23,ENST00000361655.6
ENSG00000102290.23,ENST00000406881.3
ENSG00000222440.1,ENST00000410508.1
ENSG00000234702.1,ENST00000434069.1
ENSG00000289479.1,ENST00000688847.1
ENSG00000229132.2,ENST00000428832.2
ENSG00000215089.3,ENST00000435214.1
ENSG00000230543.1,ENST00000414887.1
ENSG00000225912.1,ENST00000443413.1
ENSG00000285445.1,ENST00000642300.1
ENSG00000237873.1,ENST00000441503.1
ENSG00000234130.2,ENST00000441188.2
ENSG00000234322.1,ENST00000456632.1
ENSG00000237381.2,ENST00000414840.2
ENSG00000228301.1,ENST00000450522.1
ENSG00000186310.10,ENST00000373079.4
ENSG00000186310.10,ENST00000475430.2
ENSG00000179083.7,ENST00000322139.4
ENSG00000179083.7,ENST00000332647.5
ENSG00000179083.7,ENST00000683942.1
ENSG00000270826.1,ENST00000604328.1
ENSG00000212495.1,ENST00000391193.1
ENSG00000202410.1,ENST00000365540.1
ENSG00000227521.2,ENST00000420303.2
ENSG00000232293.2,ENST00000419829.2
ENSG00000231001.2,ENST00000454702.2
ENSG00000221187.1,ENST00000408260.1
ENSG00000271094.1,ENST00000604390.1
ENSG00000223467.2,ENST00000442082.2
ENSG00000201567.1,ENST00000364697.1
ENSG00000215085.4,ENST00000431854.2
ENSG00000236185.1,ENST00000456745.1
ENSG00000226307.1,ENST00000412834.1
ENSG00000235425.2,ENST00000413955.2
ENSG00000270583.1,ENST00000605604.1
ENSG00000232842.2,ENST00000444292.2
ENSG00000242998.3,ENST00000479912.3
ENSG00000203262.3,ENST00000340681.4
ENSG00000286523.1,ENST00000653599.1
ENSG00000286523.1,ENST00000669252.1
ENSG00000286523.1,ENST00000658930.1
ENSG00000286523.1,ENST00000656440.1
ENSG00000232069.1,ENST00000446439.1
ENSG00000271209.1,ENST00000605735.1
ENSG00000223260.1,ENST00000411328.1
ENSG00000229693.2,ENST00000441783.2
ENSG00000147202.19,ENST00000373049.8
ENSG00000147202.19,ENST00000324765.13
ENSG00000207426.1,ENST00000384695.1
ENSG00000204086.4,ENST00000373040.4
ENSG00000214628.3,ENST00000398690.3
ENSG00000277900.1,ENST00000619127.1
ENSG00000265260.2,ENST00000464966.3
ENSG00000236256.9,ENST00000439759.6
ENSG00000236256.9,ENST00000579945.1
ENSG00000236256.9,ENST00000445414.1
ENSG00000236256.9,ENST00000542084.1
ENSG00000233887.1,ENST00000427866.1
ENSG00000237752.2,ENST00000448218.2
ENSG00000234889.2,ENST00000442570.2
ENSG00000236243.2,ENST00000414863.2
ENSG00000271322.1,ENST00000603879.1
ENSG00000213704.3,ENST00000395772.3
ENSG00000226837.2,ENST00000425971.2
ENSG00000281566.3,ENST00000649508.1
ENSG00000281566.3,ENST00000650384.1
ENSG00000281566.3,ENST00000626665.3
ENSG00000281566.3,ENST00000627700.2
ENSG00000270308.1,ENST00000605078.1
ENSG00000215070.4,ENST00000435236.2
ENSG00000229946.2,ENST00000434960.2
ENSG00000252296.2,ENST00000516487.2
ENSG00000236988.2,ENST00000412509.2
ENSG00000230592.2,ENST00000429844.2
ENSG00000165194.15,ENST00000420881.6
ENSG00000165194.15,ENST00000373034.8
ENSG00000165194.15,ENST00000255531.8
ENSG00000165194.15,ENST00000464981.1
ENSG00000165194.15,ENST00000636150.1
ENSG00000000005.6,ENST00000373031.5
ENSG00000000005.6,ENST00000485971.1
ENSG00000000003.15,ENST00000373020.9
ENSG00000000003.15,ENST00000612152.4
ENSG00000000003.15,ENST00000614008.4
ENSG00000000003.15,ENST00000496771.5
ENSG00000000003.15,ENST00000494424.1
ENSG00000102359.9,ENST00000640889.1
ENSG00000102359.9,ENST00000640020.1
ENSG00000102359.9,ENST00000373004.5
ENSG00000102359.9,ENST00000481988.1
ENSG00000102359.9,ENST00000638738.1
ENSG00000102359.9,ENST00000638458.1
ENSG00000102359.9,ENST00000638920.1
ENSG00000102359.9,ENST00000638319.1
ENSG00000102359.9,ENST00000677630.1
ENSG00000102359.9,ENST00000679590.1
ENSG00000102359.9,ENST00000640282.1
ENSG00000102362.16,ENST00000685623.1
ENSG00000102362.16,ENST00000372989.6
ENSG00000102362.16,ENST00000491602.1
ENSG00000102362.16,ENST00000276141.10
ENSG00000102362.16,ENST00000263033.9
ENSG00000102362.16,ENST00000372981.1
ENSG00000223819.2,ENST00000446082.2
ENSG00000238116.2,ENST00000414579.2
ENSG00000275320.1,ENST00000610385.1
ENSG00000101811.14,ENST00000415585.6
ENSG00000101811.14,ENST00000372972.7
ENSG00000101811.14,ENST00000475126.5
ENSG00000101811.14,ENST00000413437.1
ENSG00000202231.1,ENST00000365361.1
ENSG00000007952.18,ENST00000372960.8
ENSG00000007952.18,ENST00000372966.8
ENSG00000007952.18,ENST00000372964.5
ENSG00000007952.18,ENST00000427768.5
ENSG00000007952.18,ENST00000217885.5
ENSG00000239345.2,ENST00000457695.2
ENSG00000233680.4,ENST00000412087.2
ENSG00000179031.8,ENST00000447373.2
ENSG00000182489.9,ENST00000372956.3
ENSG00000182489.9,ENST00000468904.1
ENSG00000182574.8,ENST00000332270.6
ENSG00000174225.15,ENST00000450457.6
ENSG00000174225.15,ENST00000450049.7
ENSG00000174225.15,ENST00000372953.8
ENSG00000174225.15,ENST00000494863.2
ENSG00000188917.15,ENST00000545398.5
ENSG00000188917.15,ENST00000372939.5
ENSG00000188917.15,ENST00000372936.4
ENSG00000188917.15,ENST00000372935.5
ENSG00000188917.15,ENST00000478422.1
ENSG00000188917.15,ENST00000488615.1
ENSG00000225839.2,ENST00000443801.2
ENSG00000126950.8,ENST00000372930.5
ENSG00000126950.8,ENST00000478351.1
ENSG00000102384.14,ENST00000684367.1
ENSG00000102384.14,ENST00000423383.3
ENSG00000102384.14,ENST00000682304.1
ENSG00000102384.14,ENST00000682095.1
ENSG00000102384.14,ENST00000403304.6
ENSG00000102384.14,ENST00000435570.1
ENSG00000102384.14,ENST00000372926.5
ENSG00000102384.14,ENST00000372927.5
ENSG00000231643.4,ENST00000490943.2
ENSG00000102385.13,ENST00000402866.5
ENSG00000102385.13,ENST00000395209.8
ENSG00000102385.13,ENST00000541709.5
ENSG00000102385.13,ENST00000372916.8
ENSG00000102385.13,ENST00000538510.1
ENSG00000102387.16,ENST00000372907.7
ENSG00000102387.16,ENST00000324762.10
ENSG00000102387.16,ENST00000356784.2
ENSG00000202024.1,ENST00000365154.1
ENSG00000270813.2,ENST00000603059.2
ENSG00000183911.7,ENST00000331267.5
ENSG00000126953.8,ENST00000645279.1
ENSG00000126953.8,ENST00000372902.4
ENSG00000126953.8,ENST00000644112.2
ENSG00000126953.8,ENST00000647480.1
ENSG00000010671.18,ENST00000695614.1
ENSG00000010671.18,ENST00000695615.1
ENSG00000010671.18,ENST00000695616.1
ENSG00000010671.18,ENST00000695617.1
ENSG00000010671.18,ENST00000697417.1
ENSG00000010671.18,ENST00000621635.4
ENSG00000010671.18,ENST00000695618.1
ENSG00000010671.18,ENST00000695619.1
ENSG00000010671.18,ENST00000308731.8
ENSG00000010671.18,ENST00000695620.1
ENSG00000010671.18,ENST00000695621.1
ENSG00000010671.18,ENST00000695622.1
ENSG00000010671.18,ENST00000695623.1
ENSG00000010671.18,ENST00000478995.2
ENSG00000010671.18,ENST00000488970.2
ENSG00000010671.18,ENST00000695624.1
ENSG00000010671.18,ENST00000695625.1
ENSG00000010671.18,ENST00000695626.1
ENSG00000010671.18,ENST00000695627.1
ENSG00000010671.18,ENST00000695628.1
ENSG00000010671.18,ENST00000695629.1
ENSG00000010671.18,ENST00000695630.1
ENSG00000010671.18,ENST00000695631.1
ENSG00000010671.18,ENST00000470069.1
ENSG00000010671.18,ENST00000695632.1
ENSG00000010671.18,ENST00000470329.1
ENSG00000010671.18,ENST00000464006.2
ENSG00000010671.18,ENST00000695633.1
ENSG00000010671.18,ENST00000464567.1
ENSG00000010671.18,ENST00000695643.1
ENSG00000010671.18,ENST00000695634.1
ENSG00000241343.10,ENST00000427805.6
ENSG00000241343.10,ENST00000614077.4
ENSG00000241343.10,ENST00000392994.7
ENSG00000241343.10,ENST00000491851.5
ENSG00000241343.10,ENST00000465340.5
ENSG00000241343.10,ENST00000553110.8
ENSG00000241343.10,ENST00000372849.8
ENSG00000241343.10,ENST00000465744.5
ENSG00000241343.10,ENST00000471855.1
ENSG00000241343.10,ENST00000489407.1
ENSG00000257529.5,ENST00000409338.5
ENSG00000257529.5,ENST00000409170.3
ENSG00000102393.14,ENST00000674142.1
ENSG00000102393.14,ENST00000468823.2
ENSG00000102393.14,ENST00000493905.6
ENSG00000102393.14,ENST00000218516.4
ENSG00000102393.14,ENST00000466414.2
ENSG00000102393.14,ENST00000479445.2
ENSG00000102393.14,ENST00000649178.1
ENSG00000102393.14,ENST00000675968.1
ENSG00000102393.14,ENST00000676156.1
ENSG00000102393.14,ENST00000675592.1
ENSG00000102393.14,ENST00000676372.1
ENSG00000102393.14,ENST00000674127.1
ENSG00000102393.14,ENST00000675799.1
ENSG00000102393.14,ENST00000486121.6
ENSG00000102393.14,ENST00000480513.6
ENSG00000102393.14,ENST00000674634.2
ENSG00000126945.9,ENST00000316594.6
ENSG00000196440.12,ENST00000433011.6
ENSG00000196440.12,ENST00000430461.5
ENSG00000196440.12,ENST00000453574.1
ENSG00000196440.12,ENST00000431677.1
ENSG00000196440.12,ENST00000445416.5
ENSG00000196440.12,ENST00000452188.6
ENSG00000196440.12,ENST00000455331.6
ENSG00000196440.12,ENST00000423738.5
ENSG00000196440.12,ENST00000442270.5
ENSG00000196440.12,ENST00000354842.5
ENSG00000234557.2,ENST00000414193.2
ENSG00000237682.2,ENST00000392722.3
ENSG00000126947.13,ENST00000372829.8
ENSG00000204072.3,ENST00000372828.2
ENSG00000204072.3,ENST00000602449.1
ENSG00000198960.11,ENST00000497931.5
ENSG00000198960.11,ENST00000361910.9
ENSG00000198960.11,ENST00000538627.5
ENSG00000198960.11,ENST00000539247.5
ENSG00000198960.11,ENST00000462302.5
ENSG00000198960.11,ENST00000467089.1
ENSG00000198960.11,ENST00000495964.1
ENSG00000198960.11,ENST00000494624.1
ENSG00000102401.20,ENST00000341189.8
ENSG00000102401.20,ENST00000491568.6
ENSG00000102401.20,ENST00000479298.5
ENSG00000102401.20,ENST00000471229.7
ENSG00000102401.20,ENST00000477980.6
ENSG00000102401.20,ENST00000467808.5
ENSG00000102401.20,ENST00000537169.1
ENSG00000228275.1,ENST00000454228.1
ENSG00000261101.2,ENST00000564612.2
ENSG00000207291.1,ENST00000384561.1
ENSG00000286000.1,ENST00000651012.1
ENSG00000184867.14,ENST00000330154.6
ENSG00000184867.14,ENST00000328766.9
ENSG00000184867.14,ENST00000356824.9
ENSG00000184867.14,ENST00000413506.5
ENSG00000184867.14,ENST00000433318.5
ENSG00000184867.14,ENST00000440675.5
ENSG00000184867.14,ENST00000458024.5
ENSG00000184867.14,ENST00000467416.1
ENSG00000184867.14,ENST00000431597.5
ENSG00000184867.14,ENST00000479333.5
ENSG00000184867.14,ENST00000496581.1
ENSG00000184867.14,ENST00000488982.1
ENSG00000184867.14,ENST00000475854.1
ENSG00000223753.2,ENST00000454247.2
ENSG00000212584.1,ENST00000391282.1
ENSG00000229090.2,ENST00000423552.2
ENSG00000178146.9,ENST00000328462.7
ENSG00000126952.18,ENST00000263032.5
ENSG00000126952.18,ENST00000332614.6
ENSG00000126952.18,ENST00000361330.5
ENSG00000126952.18,ENST00000372803.5
ENSG00000126952.18,ENST00000493509.5
ENSG00000126952.18,ENST00000537026.6
ENSG00000166432.16,ENST00000540921.5
ENSG00000166432.16,ENST00000372782.4
ENSG00000166432.16,ENST00000651725.2
ENSG00000166432.16,ENST00000494068.1
ENSG00000166432.16,ENST00000458570.5
ENSG00000166432.16,ENST00000488347.5
ENSG00000166432.16,ENST00000490757.2
ENSG00000235196.3,ENST00000429048.2
ENSG00000252810.1,ENST00000517001.1
ENSG00000235976.2,ENST00000445127.2
ENSG00000226119.1,ENST00000436830.1
ENSG00000234901.1,ENST00000443510.1
ENSG00000184905.9,ENST00000372780.6
ENSG00000184905.9,ENST00000476749.1
ENSG00000184905.9,ENST00000329035.2
ENSG00000184905.9,ENST00000651085.1
ENSG00000204071.11,ENST00000372774.8
ENSG00000204071.11,ENST00000372773.2
ENSG00000286794.2,ENST00000660526.2
ENSG00000184515.11,ENST00000543160.5
ENSG00000184515.11,ENST00000333643.4
ENSG00000184515.11,ENST00000484837.1
ENSG00000251525.6,ENST00000514289.5
ENSG00000251525.6,ENST00000508552.1
ENSG00000268235.8,ENST00000622971.3
ENSG00000268235.8,ENST00000696787.1
ENSG00000268235.8,ENST00000696788.1
ENSG00000268235.8,ENST00000597070.5
ENSG00000268235.8,ENST00000623912.3
ENSG00000269405.7,ENST00000625106.4
ENSG00000269405.7,ENST00000604790.2
ENSG00000273746.1,ENST00000620830.1
ENSG00000284800.2,ENST00000618881.5
ENSG00000284800.2,ENST00000618302.2
ENSG00000284800.2,ENST00000696572.1
ENSG00000284800.2,ENST00000429905.5
ENSG00000269437.7,ENST00000604395.5
ENSG00000269437.7,ENST00000602195.5
ENSG00000269437.7,ENST00000489531.1
ENSG00000231590.2,ENST00000456962.2
ENSG00000215029.12,ENST00000643059.1
ENSG00000215029.12,ENST00000696789.1
ENSG00000215029.12,ENST00000642911.2
ENSG00000215029.12,ENST00000645197.1
ENSG00000215029.12,ENST00000672117.1
ENSG00000215029.12,ENST00000462555.1
ENSG00000158164.7,ENST00000289373.5
ENSG00000176318.8,ENST00000325117.8
ENSG00000196970.8,ENST00000360035.6
ENSG00000196970.8,ENST00000416098.1
ENSG00000125962.16,ENST00000246174.6
ENSG00000125962.16,ENST00000473968.7
ENSG00000125962.16,ENST00000604957.1
ENSG00000125962.16,ENST00000477663.6
ENSG00000125962.16,ENST00000479502.2
ENSG00000125962.16,ENST00000372742.1
ENSG00000271147.8,ENST00000602463.5
ENSG00000271147.8,ENST00000465548.1
ENSG00000271147.8,ENST00000460026.6
ENSG00000271147.8,ENST00000475738.5
ENSG00000271147.8,ENST00000466616.5
ENSG00000271147.8,ENST00000602366.5
ENSG00000271147.8,ENST00000476910.6
ENSG00000271147.8,ENST00000486740.6
ENSG00000271147.8,ENST00000460793.1
ENSG00000271147.8,ENST00000671383.1
ENSG00000270050.2,ENST00000602441.1
ENSG00000270050.2,ENST00000690725.1
ENSG00000270050.2,ENST00000692627.1
ENSG00000270050.2,ENST00000692598.1
ENSG00000270050.2,ENST00000687000.1
ENSG00000227211.2,ENST00000446931.2
ENSG00000198932.13,ENST00000652542.1
ENSG00000198932.13,ENST00000415986.5
ENSG00000198932.13,ENST00000444152.5
ENSG00000198932.13,ENST00000361600.9
ENSG00000198932.13,ENST00000537097.2
ENSG00000198932.13,ENST00000466098.1
ENSG00000286327.1,ENST00000663390.1
ENSG00000252294.1,ENST00000516485.1
ENSG00000230320.1,ENST00000422058.1
ENSG00000158301.20,ENST00000486814.2
ENSG00000158301.20,ENST00000535209.6
ENSG00000158301.20,ENST00000543253.6
ENSG00000158301.20,ENST00000332262.10
ENSG00000158301.20,ENST00000483720.7
ENSG00000286237.1,ENST00000652409.1
ENSG00000198908.12,ENST00000483294.5
ENSG00000198908.12,ENST00000361229.8
ENSG00000198908.12,ENST00000457056.6
ENSG00000198908.12,ENST00000486988.1
ENSG00000198908.12,ENST00000447531.5
ENSG00000198908.12,ENST00000448867.1
ENSG00000198908.12,ENST00000372735.1
ENSG00000223546.8,ENST00000661018.1
ENSG00000223546.8,ENST00000664568.1
ENSG00000223546.8,ENST00000431616.5
ENSG00000223546.8,ENST00000668536.1
ENSG00000223546.8,ENST00000685749.1
ENSG00000223546.8,ENST00000688915.1
ENSG00000223546.8,ENST00000440496.5
ENSG00000223546.8,ENST00000420471.5
ENSG00000223546.8,ENST00000663114.1
ENSG00000223546.8,ENST00000658813.1
ENSG00000223546.8,ENST00000435966.1
ENSG00000223546.8,ENST00000656628.1
ENSG00000223546.8,ENST00000666631.1
ENSG00000223546.8,ENST00000670178.1
ENSG00000223546.8,ENST00000416381.1
ENSG00000223546.8,ENST00000658880.1
ENSG00000232282.1,ENST00000433043.1
ENSG00000229954.1,ENST00000434633.1
ENSG00000237300.2,ENST00000443487.2
ENSG00000237628.2,ENST00000427513.2
ENSG00000228316.1,ENST00000413797.1
ENSG00000224471.2,ENST00000415864.2
ENSG00000226056.1,ENST00000437189.1
ENSG00000234886.1,ENST00000426018.1
ENSG00000227649.1,ENST00000457611.1
ENSG00000229794.2,ENST00000427945.2
ENSG00000239407.5,ENST00000426528.5
ENSG00000239407.5,ENST00000429932.1
ENSG00000102128.8,ENST00000218249.7
ENSG00000234050.1,ENST00000413528.1
ENSG00000286846.1,ENST00000661188.1
ENSG00000224632.1,ENST00000423690.1
ENSG00000133169.6,ENST00000372728.4
ENSG00000147206.17,ENST00000395065.8
ENSG00000147206.17,ENST00000497850.5
ENSG00000147206.17,ENST00000468528.5
ENSG00000147206.17,ENST00000470724.5
ENSG00000147206.17,ENST00000427570.1
ENSG00000147206.17,ENST00000494300.1
ENSG00000147206.17,ENST00000460791.1
ENSG00000226241.2,ENST00000440243.2
ENSG00000233071.3,ENST00000421048.3
ENSG00000102409.10,ENST00000372695.6
ENSG00000102409.10,ENST00000372691.3
ENSG00000180964.17,ENST00000372685.8
ENSG00000180964.17,ENST00000360000.8
ENSG00000180964.17,ENST00000451678.1
ENSG00000224692.1,ENST00000413929.1
ENSG00000204065.3,ENST00000372680.2
ENSG00000133134.12,ENST00000372677.8
ENSG00000133134.12,ENST00000536889.1
ENSG00000133134.12,ENST00000372674.5
ENSG00000133134.12,ENST00000449185.1
ENSG00000182916.8,ENST00000372666.1
ENSG00000182916.8,ENST00000332431.5
ENSG00000238049.2,ENST00000456203.1
ENSG00000185222.10,ENST00000372656.5
ENSG00000185222.10,ENST00000372661.6
ENSG00000185222.10,ENST00000646896.1
ENSG00000166681.14,ENST00000372645.3
ENSG00000166681.14,ENST00000372635.1
ENSG00000166681.14,ENST00000361298.9
ENSG00000166681.14,ENST00000372634.1
ENSG00000281091.3,ENST00000629535.3
ENSG00000281091.3,ENST00000630831.1
ENSG00000281091.3,ENST00000628546.1
ENSG00000234405.2,ENST00000667819.1
ENSG00000234405.2,ENST00000658164.1
ENSG00000234405.2,ENST00000445990.1
ENSG00000172476.4,ENST00000304236.2
ENSG00000172476.4,ENST00000372633.1
ENSG00000287619.1,ENST00000655887.1
ENSG00000133142.19,ENST00000372629.4
ENSG00000133142.19,ENST00000468024.5
ENSG00000133142.19,ENST00000481555.1
ENSG00000133142.19,ENST00000415568.2
ENSG00000133142.19,ENST00000472484.6
ENSG00000133142.19,ENST00000490644.5
ENSG00000133142.19,ENST00000459722.1
ENSG00000133142.19,ENST00000472745.1
ENSG00000133142.19,ENST00000494801.5
ENSG00000133142.19,ENST00000434216.2
ENSG00000133142.19,ENST00000425011.1
ENSG00000133142.19,ENST00000469586.1
ENSG00000279894.1,ENST00000623412.1
ENSG00000196507.11,ENST00000372628.5
ENSG00000196507.11,ENST00000243286.7
ENSG00000196507.11,ENST00000372627.10
ENSG00000196507.11,ENST00000477014.1
ENSG00000224031.1,ENST00000424887.1
ENSG00000172465.14,ENST00000372626.7
ENSG00000172465.14,ENST00000372625.8
ENSG00000172465.14,ENST00000469820.1
ENSG00000172465.14,ENST00000372624.3
ENSG00000180284.5,ENST00000423374.2
ENSG00000123562.18,ENST00000360458.5
ENSG00000123562.18,ENST00000441076.7
ENSG00000123562.18,ENST00000451301.5
ENSG00000123562.18,ENST00000433176.6
ENSG00000123562.18,ENST00000434230.5
ENSG00000123562.18,ENST00000418819.5
ENSG00000123562.18,ENST00000442614.5
ENSG00000123562.18,ENST00000492116.5
ENSG00000123562.18,ENST00000422355.5
ENSG00000123562.18,ENST00000474653.5
ENSG00000123562.18,ENST00000467755.5
ENSG00000123562.18,ENST00000498064.1
ENSG00000123562.18,ENST00000488331.1
ENSG00000231154.1,ENST00000435306.1
ENSG00000188828.13,ENST00000674243.1
ENSG00000188828.13,ENST00000674183.1
ENSG00000188828.13,ENST00000436213.5
ENSG00000188828.13,ENST00000480725.2
ENSG00000188828.13,ENST00000469567.1
ENSG00000188828.13,ENST00000674329.1
ENSG00000288597.1,ENST00000674469.1
ENSG00000288597.1,ENST00000674236.1
ENSG00000288597.1,ENST00000674363.1
ENSG00000288597.1,ENST00000674338.1
ENSG00000288597.1,ENST00000674488.1
ENSG00000288597.1,ENST00000674246.1
ENSG00000288597.1,ENST00000674266.1
ENSG00000288597.1,ENST00000674274.1
ENSG00000288597.1,ENST00000674403.1
ENSG00000288597.1,ENST00000674271.1
ENSG00000288597.1,ENST00000674292.1
ENSG00000288597.1,ENST00000674162.1
ENSG00000288597.1,ENST00000674212.1
ENSG00000288597.1,ENST00000674255.1
ENSG00000288597.1,ENST00000674342.1
ENSG00000288597.1,ENST00000674265.1
ENSG00000288597.1,ENST00000674193.1
ENSG00000288597.1,ENST00000674430.1
ENSG00000179363.7,ENST00000319560.7
ENSG00000123560.14,ENST00000434483.5
ENSG00000123560.14,ENST00000494475.5
ENSG00000123560.14,ENST00000455268.5
ENSG00000123560.14,ENST00000422393.5
ENSG00000123560.14,ENST00000433491.5
ENSG00000123560.14,ENST00000612423.4
ENSG00000123560.14,ENST00000443502.5
ENSG00000123560.14,ENST00000621218.5
ENSG00000123560.14,ENST00000619236.1
ENSG00000123560.14,ENST00000464776.5
ENSG00000123560.14,ENST00000619257.4
ENSG00000123560.14,ENST00000465975.1
ENSG00000123560.14,ENST00000480325.1
ENSG00000123560.14,ENST00000485931.5
ENSG00000123560.14,ENST00000495678.5
ENSG00000123560.14,ENST00000479569.5
ENSG00000123560.14,ENST00000485688.5
ENSG00000123560.14,ENST00000478642.5
ENSG00000123560.14,ENST00000476160.1
ENSG00000123560.14,ENST00000461231.5
ENSG00000123560.14,ENST00000466486.1
ENSG00000123560.14,ENST00000494119.1
ENSG00000123560.14,ENST00000496836.1
ENSG00000123570.4,ENST00000243298.3
